,Palavra,Categoria gramatical,Fonética
22049,dra·ma·ti·ca·men·te,advérbio,dɾa.ma.tʃi.ka.mˈẽj.tʃi
22050,dra·ma·ti·ci·da·de,nome feminino,dɾa.ma.tʃi.si.dˈa.dʒi
22051,dra·má·ti·co,nome masculino,dɾa.mˈa.tʃi.kʊ
22052,dra·má·ti·co,adjetivo,dɾa.mˈa.tʃi.kʊ
22053,dra·ma·tis·mo,nome masculino,dɾa.ma.tʃˈiz.mʊ
22054,dra·ma·ti·za·ção,nome feminino,dɾa.ma.tʃi.za.sˈə̃w
22055,dra·ma·ti·za·do,adjetivo,dɾa.ma.tʃi.zˈa.dʊ
22056,dra·ma·ti·zar,verbo,dɾa.ma.tʃi.zˈa
22057,dra·ma·tur·ga,nome feminino,dɾa.ma.tˈuɾ.gə
22058,dra·ma·tur·gi·a,nome feminino,dɾa.ma.tuɾ.ʒˈi.jə
22059,dra·ma·túr·gi·co,adjetivo,dɾa.ma.tˈuɾ.ʒi.kʊ
22060,dra·ma·tur·go,nome masculino,dɾa.ma.tˈuɾ.gʊ
22061,dra·pe·a·do,adjetivo,dɾa.pi.ˈa.dʊ
22062,dra·pe·a·do,nome masculino,dɾa.pi.ˈa.dʊ
22063,dra·pe·ar,verbo,dɾa.pi.ˈa
22064,dra·pe·jar,verbo,dɾa.pe.ʒˈa
22065,dras·ti·ca·men·te,advérbio,dɾas.tʃi.ka.mˈẽj.tʃi
22066,drás·ti·co,adjetivo,dɾˈas.tʃi.kʊ
22067,drás·ti·co,nome masculino,dɾˈas.tʃi.kʊ
22068,dre·na·gem,nome feminino,dɾe.nˈa.ʒeɲ
22069,dre·nar,verbo,dɾe.nˈa
22070,dre·no,nome masculino,dɾˈɛ.nʊ
22071,dri·blar,verbo,dɾi.blˈa
22072,dril,nome masculino,dɾˈiw
22073,dro·ga,nome feminino,dɾˈɔ.gə
22074,dro·ga·da,nome feminino,dɾo.gˈa.də
22075,dro·ga·do,adjetivo,dɾo.gˈa.dʊ
22076,dro·ga·do,nome masculino,dɾo.gˈa.dʊ
22077,dro·gar,verbo,dɾo.gˈa
22078,dro·ga·ri·a,nome feminino,dɾo.ga.ɾˈi.jə
22079,dro·guis·ta,nome masculino,dɾo.gˈis.tə ou dɾo.gˈis.tə
22080,dro·me·dá·ri·o,nome masculino,dɾo.me.dˈa.ɾjʊ
22081,dro·só·fi·la,nome feminino,dɾo.zˈɔ.fi.lə
22082,drui·da,nome masculino,dɾwˈi.də
22083,drun·far,verbo,dɾũ.fˈa
22084,drun·fo,nome masculino,dɾˈũ.fʊ
22085,dru·sa,nome feminino,dɾˈu.zə
22086,dru·so,adjetivo,dɾˈu.zʊ
22087,dru·so,nome masculino,dɾˈu.zʊ
22088,du·al,adjetivo,dwˈaw
22089,du·al,nome masculino,dwˈaw
22090,du·a·li·da·de,nome feminino,dwa.li.dˈa.dʒi
22091,du·a·lis·mo,nome masculino,dwa.lˈiz.mʊ
22092,du·a·lis·ta,adjetivo,dwa.lˈis.tə
22093,du·a·lis·ta,nome masculino,dwa.lˈis.tə
22094,du·a·lis·ta,nome feminino,dwa.lˈis.tə
22095,du·a·tlo,nome masculino,dwˈa.tlʊ
22096,du·bi·a·men·te,advérbio,du.bja.mˈẽj.tʃi
22097,dú·bi·o,adjetivo,dˈu.bjʊ
22098,du·bi·ta·ti·va·men·te,advérbio,du.bi.ta.tʃi.va.mˈẽj.tʃi
22099,du·bi·ta·ti·vo,adjetivo,du.bi.ta.tʃˈi.vʊ
22100,du·bli·nen·se,nome masculino,du.bli.nˈẽj.si
22101,du·bli·nen·se,adjetivo,du.bli.nˈẽj.si
22102,du·bli·nen·se,nome feminino,du.bli.nˈẽj.si
22103,du·ca·do,nome masculino,du.kˈa.dʊ
22104,du·cal,adjetivo,du.kˈaw
22105,du·cen·té·si·mo,número,du.sẽ.tˈɛ.zi.mʊ ou du.sẽ.tˈɛ.zi.mʊ
22106,du·cen·té·si·mo,nome masculino,du.sẽ.tˈɛ.zi.mʊ
22107,du·char,verbo,du.ʃˈa
22108,du·che,nome masculino,dˈu.ʃi
22109,du·chis·ta,nome masculino,du.ʃˈis.tə ou du.ʃˈis.tə
22110,dúc·til,adjetivo,dˈu.ki.tʃiw
22111,duc·ti·li·da·de,nome feminino,du.ki.tʃi.li.dˈa.dʒi
22112,duc·til·men·te,advérbio,du.ki.tʃiw.mˈẽj.tʃi
22113,du·e·lar,verbo,du.e.lˈa
22114,du·e·lis·ta,nome masculino,du.e.lˈis.tə
22115,du·e·lis·ta,nome feminino,du.e.lˈis.tə
22116,du·e·lo,nome masculino,dwˈɛ.lʊ
22117,du·en·de,nome masculino,dwˈẽj.dʒi
22118,du·e·to,nome masculino,dwˈe.tʊ
22119,dul·çai·na,nome feminino,duw.sˈaj.nə
22120,dul·ca·ma·ra,nome feminino,duw.ka.mˈa.ɾə
22121,dul·ci·nei·a,nome feminino,duw.si.nˈej.jə
22122,dul·cís·si·mo,adjetivo,duw.sˈi.si.mʊ
22123,dum·ba,nome masculino,dˈũ.bə
22124,dum·ba-nen·gue,nome masculino,dˌũ.bə.nˈẽj.gi
22125,du·mo,nome masculino,dˈu.mʊ
22126,du·na,nome feminino,dˈu.nə
22127,du·o,nome masculino,dˈwʊ
22128,du·o·de·ci·mal,adjetivo,du.o.dɛ.si.mˈaw
22129,du·o·dé·ci·mo,número,du.o.dˈɛ.si.mʊ ou du.o.dˈɛ.si.mʊ
22130,du·o·dé·ci·mo,nome masculino,du.o.dˈɛ.si.mʊ
22131,du·o·de·nal,adjetivo,du.o.de.nˈaw
22132,du·o·de·no,nome masculino,du.o.dˈɛ.nʊ
22133,du·o·pó·li·o,nome masculino,du.o.pˈɔ.ljʊ
22134,du·pla,nome feminino,dˈu.plə
22135,du·pla·men·te,advérbio,du.pla.mˈẽj.tʃi
22136,dú·plex,nome masculino,dˈu.pleks
22137,du·pli·ca·ção,nome feminino,du.pli.ka.sˈə̃w
22138,du·pli·ca·da·men·te,advérbio,du.pli.ka.da.mˈẽj.tʃi
22139,du·pli·ca·do,adjetivo,du.pli.kˈa.dʊ
22140,du·pli·ca·do,nome masculino,du.pli.kˈa.dʊ
22141,du·pli·ca·dor,adjetivo,du.pli.ka.dˈoɾ
22142,du·pli·ca·dor,nome masculino,du.pli.ka.dˈoɾ
22143,du·pli·car,verbo,du.pli.kˈa
22144,dú·pli·ce,adjetivo,dˈu.pli.si
22145,du·pli·ce·men·te,advérbio,du.pli.se.mˈẽj.tʃi
22146,du·pli·ci·da·de,nome feminino,du.pli.si.dˈa.dʒi
22147,du·plo,número,dˈu.plʊ
22148,du·plo,adjetivo,dˈu.plʊ
22149,du·plo,nome masculino,dˈu.plʊ
22150,du·que,nome masculino,dˈu.ki
22151,du·que·sa,nome feminino,du.kˈe.zə
22152,du·ra,nome feminino,dˈu.ɾə
22153,du·ra·bi·li·da·de,nome feminino,du.ɾa.bi.li.dˈa.dʒi
22154,du·ra·ção,nome feminino,du.ɾa.sˈə̃w
22155,du·ra·doi·ro,adjetivo,du.ɾa.dˈoj.ɾʊ
22156,du·ra·dou·ra·men·te,advérbio,du.ɾa.do.ɾa.mˈẽj.tʃi
22157,du·ra·dou·ro,adjetivo,du.ɾa.dˈo.ɾʊ
22158,du·ra·men·te,advérbio,du.ɾa.mˈẽj.tʃi
22159,du·ran·te,preposição,du.ɾˈə̃.tʃi
22160,du·ran·te,adjetivo,du.ɾˈə̃.tʃi
22161,du·ran·te,nome masculino,du.ɾˈə̃.tʃi
22162,du·rar,verbo,du.ɾˈa
22163,du·ras,nome feminino,dˈu.ɾəs
22164,du·rá·vel,adjetivo,du.ɾˈa.vew
22165,du·ra·vel·men·te,advérbio,du.ɾa.vew.mˈẽj.tʃi
22166,du·rex,nome masculino,du.ɾˈɛks
22167,du·re·za,nome feminino,du.ɾˈe.zə
22168,du·ri·en·se,nome masculino,du.ɾi.ˈẽj.si ou du.ɾi.ˈẽj.si
22169,du·ri·en·se,adjetivo,du.ɾi.ˈẽj.si
22170,du·ro,adjetivo,dˈu.ɾʊ
22171,du·ro,nome masculino,dˈu.ɾʊ
22172,du·ro,advérbio,dˈu.ɾʊ
22173,du·ún·vi·ro,nome masculino,du.ˈũ.vi.ɾʊ
22174,dú·vi·da,nome feminino,dˈu.vi.də
22175,du·vi·dar,verbo,du.vi.dˈa
22176,du·vi·do·sa·men·te,advérbio,du.vi.dɔ.za.mˈẽj.tʃi
22177,du·vi·do·so,adjetivo,du.vi.dˈo.zʊ
22178,du·zen·tos,nome masculino,du.zˈẽj.tʊs
22179,du·zen·tos,número,du.zˈẽj.tʊs
22180,dú·zi·a,nome feminino,dˈu.zjə
22181,e,conjunção,i
22182,é·ba·no,nome masculino,ˈɛ.ba.nʊ
22183,é·bo·la,nome masculino,ˈɛ.bo.lə
22184,e·bo·ni·te,nome feminino,ɛ.bo.nˈi.tʃi
22185,e·bo·ren·se,nome masculino,e.bo.ɾˈẽj.si ou e.bo.ɾˈẽj.si
22186,e·bo·ren·se,adjetivo,e.bo.ɾˈẽj.si
22187,é·bri·o,adjetivo,ˈɛ.bɾjʊ
22188,é·bri·o,nome masculino,ˈɛ.bɾjʊ ou ˈɛ.bɾjʊ
22189,e·bu·li·ção,nome feminino,e.bu.li.sˈə̃w
22190,e·bu·li·en·te,adjetivo,e.bu.li.ˈẽj.tʃi
22191,é·char·pe,nome feminino,e.ʃˈaɾ.pi
22192,e·clamp·si·a,nome feminino,e.klə̃m.pi.sˈi.jə
22193,e·clé·si·a,nome feminino,e.klˈɛ.zja
22194,e·cle·si·as·ti·ca·men·te,advérbio,e.kle.zjas.tʃi.ka.mˈẽj.tʃi
22195,e·cle·si·ás·ti·co,nome masculino,e.kle.zjˈas.tʃi.kʊ
22196,e·cle·si·ás·ti·co,adjetivo,e.kle.zjˈas.tʃi.kʊ
22197,e·clé·ti·ca,nome feminino,e.klˈɛ.tʃi.kə
22198,e·cle·ti·ca·men·te,advérbio,e.klɛ.tʃi.ka.mˈẽj.tʃi ou e.klɛ.tʃi.ka.mˈẽj.tʃi
22199,e·clé·ti·co,adjetivo,e.klˈɛ.tʃi.kʊ ou e.klˈɛ.tʃi.kʊ
22200,e·cle·tis·mo,nome masculino,e.kle.tʃˈiz.mʊ ou e.kle.tʃˈiz.mʊ
22201,e·clip·sa·do,adjetivo,e.kli.pə.sˈa.dʊ
22202,e·clip·sar,verbo,e.kli.pə.sˈa
22203,e·clip·se,nome masculino,e.klˈi.pi.si
22204,e·clíp·ti·ca,nome feminino,e.klˈi.pi.tʃi.kə
22205,e·clíp·ti·co,adjetivo,e.klˈi.pi.tʃi.kʊ
22206,e·clo·dir,verbo,e.klo.dʒˈi
22207,é·clo·ga,nome feminino,ˈɛ.klo.gə
22208,e·clo·são,nome feminino,e.klo.zˈə̃w
22209,e·clu·sa,nome feminino,e.klˈu.zə
22210,e·co,nome masculino,ˈɛ.kʊ
22211,e·co·an·te,adjetivo,e.ko.ˈə̃.tʃi
22212,e·co·ar,verbo,e.ko.ˈa
22213,e·co·car·di·o·gra·fi·a,nome feminino,e.ko.kaɾ.dʒi.o.gɾa.fˈi.jə
22214,e·co·car·di·o·gra·ma,nome masculino,e.ko.kaɾ.dʒi.o.gɾˈə.mə
22215,e·co·cen·tro,nome masculino,e.ko.sˈẽj.tɾʊ
22216,e·co·de·sen·vol·vi·men·to,nome masculino,e.ko.de.zẽ.vow.vi.mˈẽj.tʊ
22217,e·co·e·fi·ci·ên·ci·a,nome feminino,e.ko.e.fi.si.ˈẽj.sjə
22218,e·co·en·ce·fa·lo·gra·ma,nome masculino,e.ko.ẽ.se.fa.lo.gɾˈə.mə
22219,e·co·gra·fi·a,nome feminino,ɛ.ko.gɾa.fˈi.jə
22220,e·co·grá·fi·co,adjetivo,e.ko.gɾˈa.fi.kʊ
22221,e·có·gra·fo,nome masculino,e.kˈɔ.gɾa.fʊ
22222,e·co·gra·ma,nome masculino,e.ko.gɾˈə.mə
22223,e·co·lo·ca·ção,nome feminino,e.ko.lo.ka.sˈə̃w
22224,e·co·lo·ca·dor,adjetivo,e.ko.lo.ka.dˈoɾ
22225,e·co·lo·ca·dor,nome masculino,e.ko.lo.ka.dˈoɾ
22226,e·co·lo·ca·li·za·ção,nome feminino,e.ko.lo.ka.li.za.sˈə̃w
22227,e·co·lo·ca·li·zar,verbo,e.ko.lo.ka.li.zˈaɾ
22228,e·co·lo·ca·li·zá·vel,adjetivo,e.ko.lo.ka.li.zˈa.vew
22229,e·co·lo·car,verbo,e.ko.lo.kˈaɾ
22230,e·co·lo·gi·a,nome feminino,e.ko.lo.ʒˈi.jə
22231,e·co·lo·gi·ca·men·te,advérbio,e.ko.lɔ.ʒi.ka.mˈẽj.tʃi ou e.ko.lɔ.ʒi.ka.mˈẽj.tʃi
22232,e·co·ló·gi·co,adjetivo,e.ko.lˈɔ.ʒi.kʊ
22233,e·co·lo·gis·ta,nome masculino,e.ko.lo.ʒˈis.tə
22234,e·co·lo·gis·ta,nome feminino,e.ko.lo.ʒˈis.tə
22235,e·co·lo·gis·ta,adjetivo,e.ko.lo.ʒˈis.tə
22236,e·có·lo·go,nome masculino,e.kˈɔ.lo.gʊ
22237,e·co·mé·tri·co,adjetivo,e.ko.mˈɛ.tɾi.kʊ
22238,e·co·no·ma·to,nome masculino,e.ko.no.mˈa.tʊ
22239,e·co·no·me·tri·a,nome feminino,e.ko.no.me.tɾˈi.jə
22240,e·co·no·mé·tri·co,adjetivo,e.ko.no.mˈɛ.tɾi.kʊ
22241,e·co·no·mi·a,nome feminino,e.ko.no.mˈi.jə
22242,e·co·no·mi·ca·men·te,advérbio,e.ko.no.mi.ka.mˈẽj.tʃi
22243,e·co·no·mi·ci·da·de,nome feminino,e.ko.no.mi.si.dˈa.dʒi
22244,e·co·no·mi·cis·mo,nome masculino,e.ko.no.mi.sˈiz.mʊ
22245,e·co·no·mi·cis·ta,adjetivo,e.ko.no.mi.sˈis.tə
22246,e·co·nó·mi·co,adjetivo,e.ko.nˈɔ.mi.kʊ
22247,e·co·nó·mi·co-fi·nan·cei·ro,adjetivo,e.ko.nˌɔ.mi.kʊ.fi.nə̃.sˈej.ɾʊ
22248,e·co·nó·mi·co-so·ci·al,adjetivo,e.ko.nˌɔ.mi.kʊ.so.sjˈaw
22249,e·co·no·mis·mo,nome masculino,e.ko.no.mˈiz.mʊ
22250,e·co·no·mis·ta,nome masculino,e.kɔ.no.mˈis.tə
22251,e·co·no·mis·ta,nome feminino,e.kɔ.no.mˈis.tə
22252,e·co·no·mi·za·dor,adjetivo,e.ko.no.mi.za.dˈoɾ
22253,e·co·no·mi·zar,verbo,e.kɔ.no.mi.zˈa
22254,e·có·no·mo,adjetivo,e.kˈɔ.no.mʊ
22255,e·có·no·mo,nome masculino,e.kˈɔ.no.mʊ ou e.kˈɔ.no.mʊ
22256,e·co·pis·ta,nome feminino,e.ko.pˈis.tə
22257,e·co·pon·to,nome masculino,ɛ.kɔ.pˈõ.tʊ
22258,e·co·pro·du·to,nome masculino,e.ko.pɾo.dˈu.tʊ
22259,e·cos·fe·ra,nome feminino,e.kos.fˈɛ.ɾə
22260,e·cos·sis·te·ma,nome masculino,ɛ.ko.sis.tˈe.mə
22261,e·co·ta·xa,nome feminino,e.ko.tˈa.ʃə
22262,e·co·to·nal,adjetivo,e.ko.to.nˈaw
22263,e·co·to·xi·ci·da·de,nome feminino,e.ko.to.ki.si.si.dˈa.dʒi
22264,e·co·tó·xi·co,adjetivo,e.ko.tˈɔ.ki.si.kʊ
22265,e·co·to·xi·co·lo·gi·a,nome feminino,e.ko.to.ki.si.ko.lo.ʒˈi.jə
22266,e·co·to·xi·co·ló·gi·co,adjetivo,e.ko.to.ki.si.ko.lˈɔ.ʒi.kʊ
22267,e·co·tu·ris·mo,nome masculino,ɛ.ko.tu.ɾˈiz.mʊ
22268,e·co·tu·ris·ta,adjetivo,e.ko.tu.ɾˈis.tə
22269,e·co·tu·ris·ta,nome masculino,e.ko.tu.ɾˈis.tə
22270,e·co·tu·ris·ta,nome feminino,e.ko.tu.ɾˈis.tə
22271,e·co·tu·rís·ti·co,adjetivo,e.ko.tu.ɾˈis.tʃi.kʊ
22272,e·crã,nome masculino,e.kɾˈə̃
22273,ec·tó·pi·co,adjetivo,e.kə.tˈɔ.pi.kʊ
22274,ec·to·plas·ma,nome masculino,ɛ.kə.to.plˈaz.mə
22275,e·cu·me·ni·ca·men·te,advérbio,e.ku.mɛ.ni.ka.mˈẽj.tʃi
22276,e·cu·mé·ni·co,adjetivo,e.ku.mˈɛ.ni.kʊ
22277,e·cu·me·nis·mo,nome masculino,e.ku.me.nˈiz.mʊ
22278,ec·ze·ma,nome masculino,e.ki.zˈe.mə
22279,e·de·ma,nome masculino,e.dˈe.mə
22280,é·den,nome masculino,ˈɛ.dẽj
22281,e·dé·ni·co,adjetivo,e.dˈɛ.ni.kʊ
22282,e·di·ção,nome feminino,e.dʒi.sˈə̃w
22283,e·dí·cu·la,nome feminino,e.dʒˈi.ku.lə
22284,e·di·fi·ca·ção,nome feminino,e.dʒi.fi.ka.sˈə̃w
22285,e·di·fi·ca·dor,adjetivo,e.dʒi.fi.ka.dˈoɾ
22286,e·di·fi·ca·do·ra,nome feminino,e.dʒi.fi.ka.dˈo.ɾə
22287,e·di·fi·can·te,adjetivo,e.dʒi.fi.kˈə̃.tʃi
22288,e·di·fi·can·te·men·te,advérbio,e.dʒi.fi.kə̃.te.mˈẽj.tʃi
22289,e·di·fi·car,verbo,e.dʒi.fi.kˈa
22290,e·di·fi·cá·vel,adjetivo,e.dʒi.fi.kˈa.vew
22291,e·di·fí·ci·o,nome masculino,e.dʒi.fˈi.sjʊ
22292,e·di·fí·ci·o-se·de,nome masculino,e.dʒi.fˌi.sjʊ.sˈɛ.dʒi
22293,e·dil,nome masculino,e.dʒˈiw
22294,e·dí·li·co,adjetivo,e.dʒˈi.li.kʊ
22295,e·di·li·da·de,nome feminino,e.dʒi.li.dˈa.dʒi
22296,e·di·pi·a·na,nome feminino,e.dʒi.pjˈə.nə
22297,e·di·pi·a·no,nome masculino,e.dʒi.pjˈə.nʊ
22298,e·di·pi·a·no,adjetivo,e.dʒi.pjˈə.nʊ
22299,e·dí·pi·co,adjetivo,e.dʒˈi.pi.kʊ
22300,e·di·ta·do,adjetivo,e.dʒi.tˈa.dʊ
22301,e·di·tal,adjetivo,e.dʒi.tˈaw
22302,e·di·tal,nome masculino,e.dʒi.tˈaw
22303,e·di·tar,verbo,e.dʒi.tˈa
22304,é·di·to,nome masculino,ˈɛ.dʒi.tʊ
22305,e·di·to,nome masculino,e.dʒˈi.tʊ ou e.dʒˈi.tʊ
22306,e·di·tor,nome masculino,e.dʒi.tˈoɾ
22307,e·di·tor,adjetivo,e.dʒi.tˈoɾ
22308,e·di·tor-che·fe,nome masculino,e.dʒi.tˌor.ʃˈɛ.fi
22309,e·di·to·ra,nome feminino,e.dʒi.tˈo.ɾə
22310,e·di·to·rar,verbo,e.dʒi.to.ɾˈa
22311,e·di·to·ri·a,nome feminino,e.dʒi.to.ɾˈi.jə
22312,e·di·to·ri·al,adjetivo,e.dʒi.to.ɾjˈaw
22313,e·di·to·ri·al,nome feminino,e.dʒi.to.ɾjˈaw
22314,e·di·to·ri·al,nome masculino,e.dʒi.to.ɾjˈaw
22315,e·di·to·ri·a·lis·ta,nome masculino,e.dʒi.to.ɾja.lˈis.tə
22316,e·di·to·ri·a·lis·ta,nome feminino,e.dʒi.to.ɾja.lˈis.tə
22317,e·di·to·ri·al·men·te,advérbio,e.dʒi.to.ɾjaw.mˈẽj.tʃi
22318,e·dre·dão,nome masculino,e.dɾe.dˈə̃w
22319,e·du·ca·bi·li·da·de,nome feminino,e.du.ka.bi.li.dˈa.dʒi
22320,e·du·ca·ção,nome feminino,e.du.ka.sˈə̃w
22321,e·du·ca·ci·o·nal,adjetivo,e.du.ka.si.o.nˈaw
22322,e·du·ca·da·men·te,advérbio,e.du.ka.da.mˈẽj.tʃi
22323,e·du·ca·do,adjetivo,e.du.kˈa.dʊ
22324,e·du·ca·dor,adjetivo,e.du.ka.dˈoɾ
22325,e·du·ca·dor,nome masculino,e.du.ka.dˈoɾ
22326,e·du·ca·do·ra,nome feminino,e.du.ka.dˈo.ɾə
22327,e·du·can·do,nome masculino,e.du.kˈə̃.dʊ
22328,e·du·ção,nome feminino,e.du.sˈə̃w
22329,e·du·car,verbo,e.du.kˈa
22330,e·du·ca·ti·va·men·te,advérbio,e.du.ka.tʃi.va.mˈẽj.tʃi
22331,e·du·ca·ti·vo,adjetivo,e.du.ka.tʃˈi.vʊ
22332,e·du·cá·vel,adjetivo,e.du.kˈa.vew
22333,e·dul·co·ra·do,adjetivo,e.duw.ko.ɾˈa.dʊ
22334,e·dul·co·ran·te,adjetivo,e.duw.ko.ɾˈə̃.tʃi
22335,e·dul·co·ran·te,nome masculino,e.duw.ko.ɾˈə̃.tʃi
22336,e·dul·co·rar,verbo,e.duw.ko.ɾˈa
22337,e·fa·bu·la·ção,nome feminino,e.fa.bu.la.sˈə̃w
22338,e·fa·bu·lar,verbo,e.fa.bu.lˈa
22339,e·fe,nome masculino,ˈɛ.fi
22340,e·fe·bo,nome masculino,e.fˈe.bʊ
22341,e·fe·dri·na,nome feminino,e.fe.dɾˈi.nə
22342,e·fei·to,nome masculino,e.fˈej.tʊ
22343,e·fé·me·ra,nome feminino,e.fˈɛ.me.ɾə
22344,e·fe·me·ri·da·de,nome feminino,e.fe.me.ɾi.dˈa.dʒi
22345,e·fe·mé·ri·de,nome feminino,e.fe.mˈɛ.ɾi.dʒi
22346,e·fé·me·ro,adjetivo,e.fˈɛ.me.ɾʊ
22347,e·fé·me·ro,nome masculino,e.fˈɛ.me.ɾʊ
22348,e·fe·mi·na·da·men·te,advérbio,e.fe.mi.na.da.mˈẽj.tʃi
22349,e·fe·mi·na·do,adjetivo,e.fe.mi.nˈa.dʊ
22350,e·fe·mi·na·do,nome masculino,e.fe.mi.nˈa.dʊ
22351,e·fe·mi·nar,verbo,e.fe.mi.nˈa
22352,e·fer·ves·cên·ci·a,nome feminino,e.feɾ.ve.sˈẽj.sjə
22353,e·fer·ves·cen·te,adjetivo,e.feɾ.ve.sˈẽj.tʃi
22354,e·fé·si·o,adjetivo,e.fˈɛ.zju
22355,e·fé·si·o,nome masculino,e.fˈɛ.zju
22356,e·fe·ti·va·ção,nome feminino,e.fe.tʃi.va.sˈə̃w
22357,e·fe·ti·va·men·te,advérbio,e.fe.tʃi.va.mˈẽj.tʃi
22358,e·fe·ti·var,verbo,e.fe.tʃi.vˈa
22359,e·fe·ti·vi·da·de,nome feminino,e.fe.tʃi.vi.dˈa.dʒi
22360,e·fe·ti·vo,adjetivo,e.fe.tʃˈi.vʊ
22361,e·fe·ti·vo,nome masculino,e.fe.tʃˈi.vʊ
22362,e·fe·tu·a·ção,nome feminino,e.fe.twa.sˈə̃w
22363,e·fe·tu·ar,verbo,e.fe.twˈa
22364,e·fi·cá·ci·a,nome feminino,e.fi.kˈa.sjə
22365,e·fi·caz,adjetivo,e.fi.kˈas
22366,e·fi·caz·men·te,advérbio,e.fi.kaz.mˈẽj.tʃi
22367,e·fi·ci·ên·ci·a,nome feminino,e.fi.si.ˈẽj.sjə
22368,e·fi·ci·en·te,adjetivo,e.fi.si.ˈẽj.tʃi
22369,e·fi·ci·en·te·men·te,advérbio,e.fi.si.ẽ.te.mˈẽj.tʃi
22370,e·fí·gi·e,nome feminino,e.fˈi.ʒi
22371,e·flu·en·te,nome masculino,e.flwˈẽj.tʃi
22372,e·flu·en·te,adjetivo,e.flwˈẽj.tʃi
22373,e·flú·vi·o,nome masculino,e.flˈu.vjʊ
22374,e·frac·ção,nome feminino,e.fɾa.kə.sˈə̃w
22375,e·fu·são,nome feminino,e.fu.zˈə̃w
22376,e·fu·si·va·men·te,advérbio,e.fu.zi.va.mˈẽj.tʃi
22377,e·fu·si·vi·da·de,nome feminino,e.fu.zi.vi.dˈa.dʒi
22378,e·fu·si·vo,adjetivo,e.fu.zˈi.vʊ
22379,e·geu,adjetivo,e.ʒˈew
22380,e·geu,nome masculino,e.ʒˈew
22381,é·gi·de,nome feminino,ˈɛ.ʒi.dʒi
22382,e·gíp·ci·a,nome feminino,e.ʒˈi.pi.sjə
22383,e·gíp·ci·o,adjetivo,e.ʒˈi.pi.sjʊ
22384,e·gíp·ci·o,nome masculino,e.ʒˈi.pi.sjʊ
22385,e·gip·to·lo·gi·a,nome feminino,e.ʒi.pə.to.lo.ʒˈi.jə
22386,e·gip·tó·lo·go,nome masculino,e.ʒi.pə.tˈɔ.lo.gʊ
22387,e·gi·ta·ni·en·se,nome masculino,e.ʒi.ta.ni.ˈẽj.si ou e.ʒi.ta.ni.ˈẽj.si
22388,e·gi·ta·ni·en·se,adjetivo,e.ʒi.ta.ni.ˈẽj.si
22389,e·go,nome masculino,ˈɛ.gʊ
22390,e·go·cên·tri·ca,nome feminino,e.go.sˈẽj.tɾi.kə
22391,e·go·cen·tri·ca·men·te,advérbio,e.go.sẽ.tɾi.ka.mˈẽj.tʃi
22392,e·go·cên·tri·co,adjetivo,e.go.sˈẽj.tɾi.kʊ
22393,e·go·cên·tri·co,nome masculino,e.go.sˈẽj.tɾi.kʊ
22394,e·go·cen·tris·mo,nome masculino,e.go.sẽ.tɾˈiz.mʊ
22395,e·go·cen·tris·ta,adjetivo,e.go.sẽ.tɾˈis.tə
22396,e·go·cen·tris·ta,nome masculino,e.go.sẽ.tɾˈis.tə ou e.go.sẽ.tɾˈis.tə
22397,e·go·ís·mo,nome masculino,e.gwˈiz.mʊ
22398,e·go·ís·ta,adjetivo,e.gwˈis.tə
22399,e·go·ís·ta,nome masculino,e.gwˈis.tə
22400,e·go·ís·ta,nome feminino,e.gwˈis.tə
22401,e·go·la·tri·a,nome feminino,e.go.la.tɾˈi.jə
22402,e·go·tis·mo,nome masculino,e.go.tʃˈiz.mʊ
22403,e·gre·gi·a·men·te,advérbio,e.gɾe.ʒja.mˈẽj.tʃi
22404,e·gré·gi·o,adjetivo,e.gɾˈe.ʒjʊ
22405,e·gres·so,adjetivo,e.gɾˈɛ.sʊ
22406,e·gres·so,nome masculino,e.gɾˈɛ.sʊ
22407,é·gua,nome feminino,ˈɛ.gwə
22408,eh,interjeição,ˈɛ
22409,ei·a,interjeição,ˈej.jə
22410,ei·do,nome masculino,ˈej.dʊ
22411,ei·ra,nome feminino,ˈej.ɾə
22412,ei·ra·do,nome masculino,ej.ɾˈa.dʊ
22413,ei·ra·do,adjetivo,ej.ɾˈa.dʊ
22414,ei·ró,nome feminino,ej.ɾˈɔ
22415,ei·ró,nome masculino,ej.ɾˈɔ
22416,eis,advérbio,ˈejs
22417,ei·to,nome masculino,ˈej.tʊ
22418,ei·va·do,adjetivo,ej.vˈa.dʊ
22419,ei·var,verbo,ej.vˈa
22420,ei·xar,verbo,ej.ʃˈa
22421,ei·xo,nome masculino,ˈej.ʃʊ
22422,e·ja·cu·la·ção,nome feminino,e.ʒa.ku.la.sˈə̃w
22423,e·ja·cu·lar,verbo,e.ʒa.ku.lˈa
22424,e·jec·ção,nome feminino,e.ʒe.kə.sˈə̃w
22425,e·jec·tá·vel,adjetivo,e.ʒe.kə.tˈa.vew
22426,e·je·tar,verbo,e.ʒe.tˈa
22427,el,artigo,ˈɛw
22428,el-rei,nome masculino,ɛw.xˈej
22429,e·lã,nome masculino,e.lˈə̃
22430,e·la·bo·ra·ção,nome feminino,e.la.bo.ɾa.sˈə̃w
22431,e·la·bo·ra·do,adjetivo,e.la.bo.ɾˈa.dʊ
22432,e·la·bo·ra·dor,adjetivo,e.la.bo.ɾa.dˈoɾ
